given_address,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,city,county,confidence_city_level,state,state_code,country,country_code,confidence_street_level,confidence,attribution,attribution_license,attribution_url
"BJP	Bgli in Electricals Ltd	Plot No. M-137, Mide Industrial Area, Aurangabad-431136			500000	2014",,,,,,,,,,,,,,,,,,,,,
CPI	Bhabesh Mazumdar	16 R.N Mukherjee Road Kolkata 	Kolkata	West Bengal	200000	2005,22.527037,88.349423,"Rakhal Mukherjee Road, Ward 72, Kolkata - 700025, WB, India",,,Rakhal Mukherjee Road,700025,Borough No. VIII,Ward 72,Kolkata,Kolkata,1,West Bengal,WB,India,in,0.5157894736842105,0.25789473684210523,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bhagat Jewellers	Dadar (W), Mumbai.	Mumbai		50000	2003",,,,,,,,,,,,,,,,,,,,,
"BJP	Bhagat Singh Koshiari	11A, Ashok Road New Delhi	New Delhi		50000	2013",28.686208,77.171366,"Ashok Vihar Road, Ashok Vihar - II, Delhi - 1100052, DL, India",,,Ashok Vihar Road,1100052,,Ashok Vihar - II,Delhi,South West,0.5625,Delhi,DL,India,in,0.5343749999999999,0.023851294386034526,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Bhagchand Agarwal	Guwahati	Guwahati	Assam	25000	2006,26.174722,91.774975,"Guwahati, Kamrup Metropolitan, India",,,,,,,Guwahati,Kamrup Metropolitan,,Assam,AS,India,in,,0,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Bhagirath Chndkak	135G, S P Muherjee Road, Kolkata- 700026	Kolkata	West Bengal	700000	2014",22.5202693,88.3465574,"Shyama Prasad Mukherjee Road, Kalighat, Kolkata - 700026, WB, India",Shyama Prasad Mukherjee Road,,Shyama Prasad Mukherjee Road,700026,Kalighat,Kalighat,Kolkata,,1,West Bengal,WB,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Bhagirath Quarry Works Pvt Ltd	At Savali Dist Vadodara	Vadodara		25000	2012,,,,,,,,,,,,,,,,,,,,,
BJP	Bhagvan goverdhan finance ltd	Mumbai	Mumbai		100000	2004,,,,,,,,,,,,,,,,,,,,,
"BJP	Bhagvanji Associates Bhagvanji Krupa""""	Rajputpara-2, Limda Line Jamnagar-361001	Jamnagar		25000	2013",22.47434,70.142642,"Jamnagar Bypass, -, GJ, India",,,Jamnagar Bypass,,,,,Jamnagar,,Gujarat,GJ,India,in,,0.02692874535435089,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bhagvati Vittaldas Shah	Sarkhej-Bavla Road, P.O. Changodar, Ahmedabad	Ahmedabad	Gujarat	51000	2014",,,,,,,,,,,,,,,,,,,,,
"BJP	Bhagwan Das Maheshwari	Civil Line, Katani, M.P.			100000	2010",,,,,,,,,,,,,,,,,,,,,
BJP	Bhagwan Mahavir Education Foundation	Vip Road Surat	Surat		100000	2012,21.2050293,72.8407427,"Sumul Dairy Road, Mini Bazar, Surat - 395001, GJ, India",Surat,,Sumul Dairy Road,395001,,Mini Bazar,Surat,Puna Taluka,1,Gujarat,GJ,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bhagwan Singh	Vill & Po - Jamran, Almora,	Almora	Uttarakhand	100000	2011",29.24858,79.65078,"Jamrani, Nainital, India",,,,,,,Jamrani,Nainital,,Uttarakhand,UT,India,in,,0,,,https://www.whosonfirst.org/docs/licenses/
BJP	Bhagwandas & Co.	Surat	Surat		25000	2012,26.913327,75.808334,"Bhagwandas Road, Ward 100, Jaipur -, RJ, India",,,Bhagwandas Road,,Zone 5,Ward 100,Jaipur,Jaipur,,Rajasthan,RJ,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bhagwanji Hiraji Prajapati	Chimanlal Jeevabhai Patel Market 41, APMC Vasna Ahmedabad	Ahmedabad	Gujarat	25000	2012",,,,,,,,,,,,,,,,,,,,,
BJP	Bhagwati Krushi Udhyog	Mehsana	Mehsana		31000	2012,,,,,,,,,,,,,,,,,,,,,
"BJP	Bhagwati Tirth Polycontainers Ind Pvt Ltd	333, Pragati Indusatrial Estate, Near Delisle Road Police Station, Lower Parel ( E), Mumbai	Mumbai		50000	2014",,,,,,,,,,,,,,,,,,,,,
BJP	Bhagyalaxmi Printers Pvt Ltd	Surat 	Surat		50000	2012,12.975438,77.606052,"The Printers (Mysore) Pvt Ltd, Shantala Nagar, Bangalore, India",The Printers (Mysore) Pvt Ltd,,,,East Bangalore,Shantala Nagar,Bangalore,Bangalore,,Karnataka,KA,India,in,,0.018713450292397658,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bhaiya Lal Rajware	Po : Charcha, The. Biakunthpur. Dist : Koria,			100000	2011",,,,,,,,,,,,,,,,,,,,,
BJP	Bhaiya Sahab Lodhi	Pichor Shivpuri MP	Madhya Pradesh	Madhya Pradesh	100000	2012,13.315,75.773277,"BJP office, Chikmagalur, India",BJP office,,,,,,Chikmagalur,Chikmagalur,,Karnataka,KA,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bhaiyalal Rajwade	Baikunth, Koria			25000	2010",,,,,,,,,,,,,,,,,,,,,
BJP	Bhaiyaram Patel	Kashikhari Tandukhda Narsingpur MP	Madhya Pradesh	Madhya Pradesh	100000	2011,,,,,,,,,,,,,,,,,,,,,
"CPI(M)	Bhajarang Jootmill	Kobaldpet Guntur, AP 			40000	2011",,,,,,,,,,,,,,,,,,,,,
"INC	Bhakta Charan Das	5, Mahadev Road New Delhi	New Delhi		24000	2013",30.321079,78.013757,"44, General Mahadev Singh (GMS) Road, Dehradun - 248001, UT, India",,44,General Mahadev Singh (GMS) Road,248001,,,Dehradun,Dehradun,,Uttarakhand,UT,India,in,,0.2375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Bhaktpal Singh	123 Revera Town Bhopal M.P.	Bhopal	Madhya Pradesh	100000	2011,,,,,,,,,,,,,,,,,,,,,
"INC	Bhalangsingh Phanbuh	44, Upp, Lachumiere Shillong-793003			500000	2014",,,,,,,,,,,,,,,,,,,,,
"BJP	Bhalaria Metal Craft Pvt. Ltd.	AT. TIMBHI, SANJAN UMBERGAM			50000	2014",,,,,,,,,,,,,,,,,,,,,
"BJP	Bhalaria Metal Craft Pvt. Ltd.	AT. TIMBHI, SANJAN UMBERGAM			50000	2014",,,,,,,,,,,,,,,,,,,,,
"INC	Bhalchandra Mungekar	201, Brhmputra Apartment, BD Marg, New Delhi	New Delhi		54000	2013",28.630578,77.277667,"Laxmi Nagar Metro Station, Vikas Marg, Delhi -, DL, India",,Laxmi Nagar Metro Station,Vikas Marg,,,,Delhi,South West,0.5625,Delhi,DL,India,in,0.5343749999999999,0.06220198961937715,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bhalchandra Sirsat	C-2/501. Neelyog Residency, Wadi-1, Mumbai-75 	Mumbai		25000	2005",18.943606,72.794464,"75, Sagar Tarang Building, Opposite Dariya Mahal, Nepean Sea Road, Mumbai - 400006, Mumbai, Maharashtra 400006, Malbar Hill, Mumbai - 400006, MH, India",,"75, Sagar Tarang Building","Opposite Dariya Mahal, Nepean Sea Road, Mumbai - 400006, Mumbai, Maharashtra 400006",400006,Zone 1,Malbar Hill,Mumbai,Mumbai City,,Maharashtra,MH,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Bhandari Foils And Tubes Ltd	Indore M. P.	Indore		100000	2011,22.639883,75.873375,"Indore Bypass, Indore -, MP, India",,,Indore Bypass,,,,Indore,Indore,,Madhya Pradesh,MP,India,in,,0.16666666666666666,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bhanu Gotluru	C-352, Mahaveer Tuscan Apts, Nr. Hoodi Circle Mahadevpura Post Bangaluru	Bangalore		51000	2013",12.990357,77.71678,"Mahaveer Tuscan Apartments, Garudachar Playa, Bangalore -, KA, India",,,Mahaveer Tuscan Apartments,,Mahadevapura,Garudachar Playa,Bangalore,Bangalore,0.6416666666666666,Karnataka,KA,India,in,0.6416666666666666,0.0712962962962963,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bhanu Rana Ji	5, Sivil Line Sagar M.P.			100000	2011",13.100986,80.292142,"Ebrahimjee Ln, Ward 60, Chennai -, TN, India",,,Ebrahimjee Ln,,Royapuram,Ward 60,Chennai,Chennai,,Tamil Nadu,TN,India,in,,0.005212620027434842,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
INC	Bhanwar Lal	Jai Niwas Churu			24600	2005,28.287104,74.994647,"Churu Bypass, -, RJ, India",,,Churu Bypass,,,,,Churu,,Rajasthan,RJ,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bhanwar Singh Shekhawat	Indore, M. P.	Indore		100000	2011",,,,,,,,,,,,,,,,,,,,,
"INC	Bhanwaru Khan	8/7, Vidhayak Nagar East Lalkothi Jaipur	Jaipur	Rajasthan	64000	2013",22.731551,75.920039,"7, Aman Nagar, Near Daudi Nagar, Khajrana, Indore -, MP, India",,7,"Aman Nagar, Near Daudi Nagar, Khajrana",,,,Indore,Indore,,Madhya Pradesh,MP,India,in,,0.33249999999999996,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Bharat  Hotels Ltd.	Barakhamba lane ND 1			10000000	2009,28.627101,77.228037,"5, Barakhamba Road, Connaught Place, Delhi - 110 001, DL, India",,5,Barakhamba Road,110 001,,Connaught Place,Delhi,South West,,Delhi,DL,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bharat bhai Barot	Bharat Bhai Barot A-1 Vaibhav Apprtment Opp.Meghdut Petrol Pump,Sahibug Ahmadabad -4			100000	2011",,,,,,,,,,,,,,,,,,,,,
INC	Bharat Bhushan Gupta	New Cantt Road Uttarakhand	Uttarakhand	Uttarakhand	100000	2014,,,,,,,,,,,,,,,,,,,,,
"INC	Bharat Forge Limited	Mundhwa, Pune 411 035	Pune		15000000	2013",,,,,,,,,,,,,,,,,,,,,
"INC	Bharat Forge Limited	Mundhwa, Pune - 411 036 Maharashtra	Pune	Maharashtra	10000000	2013",,,,,,,,,,,,,,,,,,,,,
"INC	Bharat Forge Limited	Mundhawa, Pune	Pune		10000000	2009",,,,,,,,,,,,,,,,,,,,,
BJP	Bharat Forge Limited	Mundhwa Pune-4110363	Pune		15000000	2013,28.585617,77.307683,"B98, Sector 14, Noida, Uttar Pradesh, 201301, Delhi -, DL, India",,B98,"Sector 14, Noida, Uttar Pradesh, 201301",,,,Delhi,South West,,Delhi,DL,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
INC	Bharat Forge Limited	Antriksh Bhavan 14Th Floor-22- Kasturba Gandhi Marg New Delhi-01	New Delhi		10000000	2004,28.626898,77.222264,"17, Kasturba Gandhi Marg, Connaught Place, Delhi - 110001, DL, India",,17,Kasturba Gandhi Marg,110001,,Connaught Place,Delhi,South West,0.020833333333333332,Delhi,DL,India,in,0.020833333333333332,0.10029239766081871,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bharat Forge Limited	Bharat Forge Limited, Mundhawa, Pune-411036	Pune		20000000	2014",32.214061,78.346616,"Lingti 2014 English Expedition Base Camp, Lahaul and Spiti, India",Lingti 2014 English Expedition Base Camp,,,,,,,Lahaul and Spiti,,Himachal Pradesh,HP,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"NCP	Bharat Forge Limited	Mundhwa, Pune- 411036	Pune		12500000	2013",18.5334614,73.9106668,"Marriott Suites Pune, 81, Mundhwa Road, Ghorpuri, Pune - 411036, MH, India",Marriott Suites Pune,81,Mundhwa Road,411036,,Ghorpuri,Pune,Pune District,1,Maharashtra,MH,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bharat H Parikh	9,Maheshwar Chayya,127,R. Mehta Road M-77 			51000	2005",23.007513,72.546144,"Ruchit flats, Dr. Jivraj Mehta Road, Ward 41, Ahmedabad - 380007, GJ, India",,Ruchit flats,Dr. Jivraj Mehta Road,380007,,Ward 41,Ahmedabad,Ahmadabad,,Gujarat,GJ,India,in,,0.0412326388888889,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Bharat Hotels Ltd.	Barakhambha Lane New Delhi- 110001	New Delhi		1500000	2012,28.6303952,77.2233419,"Barakhambha Road, Connaught Lane, Connaught Place, New Delhi - 110001, DL, India",Barakhambha Road,,Connaught Lane,110001,Chanakya Puri Tehsil,Connaught Place,New Delhi,,1,Delhi,DL,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
INC	Bharat Hotels Ltd.	Barakhamba Lane New Delhi-110001	New Delhi		10000000	2009,28.63576,77.22445,"New Delhi, South West, India",,,,,,,New Delhi,South West,1,Delhi,DL,India,in,,0,,CC BY 4.0,https://www.geonames.org/datasources/
BJP	Bharat Insecticides Ltd	C/o Narinder Mittal Jalandhar 			500000	2014,31.128416,75.478902,"Narinder Dental and Orthodontic Clinic, Nakodar - 144040, PB, India",Narinder Dental and Orthodontic Clinic,,,144040,,,Nakodar,Jalandhar,,Punjab,PB,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Bharat Parekh	803/804, Shankar Park, Kandivali (W), Mumbai-400055	Mumbai		25000	2011",23.031082,72.562412,"804 Aditya Building, Krupa Shankar Joshi Marg, Ward 27, Ahmedabad - 380006, GJ, India",,804 Aditya Building,Krupa Shankar Joshi Marg,380006,,Ward 27,Ahmedabad,Ahmadabad,,Gujarat,GJ,India,in,,0.10770151695419393,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bharat R Deshi	Survey No. 144, 146, Javod Samlarya Rd., Vill Haripura, Vadodara, Gujarat	Vadodara	Gujarat	551000	2014",9.227139,76.817135,"144, lakkoor -konni road, - 689646, KL, India",,144,lakkoor -konni road,689646,,,,Pathanamthitta,,Kerala,KL,India,in,,0.14927359792224654,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Bharat Ram Meghwal	6,4, South Avenue, New Delhi	New Delhi		54000	2013",19.075241,72.835902,"South Avenue, Bandra E, Mumbai -, MH, India",,,South Avenue,,Zone 3,Bandra E,Mumbai,Mumbai City,,Maharashtra,MH,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Bharat Rasayan Ltd	Vikram Tower Rajendra Nagar New Delhi	New Delhi		500000	2013,28.6517178,77.2219388,"Delhi - 110006, DL, India",Delhi,,,110006,,,Delhi,Kotwali Tehsil,,Delhi,DL,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bharat Sai	Vill + Po- Tapkara, Raipur 	Raipur	Chhattisgarh	100000	2011",22.86229,85.08732,"Tapkara Gāra, Khunti, India",Tapkara Gāra,,,,,,,Khunti,,Jharkhand,JH,India,in,,0.011728395061728406,,CC BY 4.0,https://www.geonames.org/datasources/
"BJP	Bharat Sai	Vill.&P.O.Tapkara Jashpur ,Chhatisgarh 	Chhatisgarh		25000	2011",,,,,,,,,,,,,,,,,,,,,
"INC	Bharat Singh Kundanpur	1/32, Gandhi Nagar Jaipur 	Jaipur	Rajasthan	100000	2012",12.985247,77.580385,"31/32, Crescent Rd,Nehru Nagar,Gandhi Nagar, Vasanth Nagar, Bangalore - 560001, KA, India",,31/32,"Crescent Rd,Nehru Nagar,Gandhi Nagar",560001,East Bangalore,Vasanth Nagar,Bangalore,Bangalore,0.95,Karnataka,KA,India,in,0.9025,0.2481875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Bharat Singh Yadav	Ambakhada Road Pannagarh Jabalpur	Jabalpur		100000	2011,25.595009,85.031687,"Vijay Singh Yadav Path, -, BR, India",,,Vijay Singh Yadav Path,,,,,Patna,,Bihar,BR,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bharat Tin Works	Opp. Borosil Glass, Marot Maroshi Road, Andheri (E), Mumbai	Mumbai		100000	2010",19.118047,72.879811,"Marol Maroshi, Marol, Mumbai -, MH, India",,,Marol Maroshi,,Zone 3,Marol,Mumbai,Mumbai City,0.5599999999999999,Maharashtra,MH,India,in,0.5319999999999999,0.011800814848347664,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Bharatbhai Chandubhai Patel	Gandhinagar	Gandhinagar	Gujurat	50000	2010,,,,,,,,,,,,,,,,,,,,,
"INC	Bharatbhai M. Solanki	6, K. Kamraj Lane New Delhi	New Delhi		24000	2013",19.071821,72.910637,"st. anthonys chaple opp to anthony's general stores, kamraj nagar, Mumbai - 400077, MH, India",,st. anthonys chaple opp to anthony's general stores,kamraj nagar,400077,Zone 6,,Mumbai,Mumbai City,,Maharashtra,MH,India,in,,0.07130793769938074,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Bharatbhai M.Solanki	6, K.Kamraj Lane, New Delhi	New Delhi		54000	2013",19.071821,72.910637,"st. anthonys chaple opp to anthony's general stores, kamraj nagar, Mumbai - 400077, MH, India",,st. anthonys chaple opp to anthony's general stores,kamraj nagar,400077,Zone 6,,Mumbai,Mumbai City,,Maharashtra,MH,India,in,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bharatiya Sindhu Sabha Mumbai	Khar, Mumbai - 52.	Mumbai		100000	2003",19.039789,72.931781,"Sindhu, Mankhurd, Mumbai -, MH, India",,,Sindhu,,Zone 5,Mankhurd,Mumbai,Mumbai City,1,Maharashtra,MH,India,in,1,0.1487755102040816,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bharatiya Sindhu Sabha Mumbai	Khar, Mumbai - 52.	Mumbai		50000	2003",19.039789,72.931781,"Sindhu, Mankhurd, Mumbai -, MH, India",,,Sindhu,,Zone 5,Mankhurd,Mumbai,Mumbai City,1,Maharashtra,MH,India,in,1,0.1531190926275992,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bharatiya Sindhu Sabha Mumbai	khar, Mumbai - 52.	Mumbai		50000	2003",19.039789,72.931781,"Sindhu, Mankhurd, Mumbai -, MH, India",,,Sindhu,,Zone 5,Mankhurd,Mumbai,Mumbai City,1,Maharashtra,MH,India,in,1,0.1531190926275992,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bharatiya Sindhu Sabha Mumbai	Khar, Mumbai - 52.	Mumbai		25000	2003",19.039789,72.931781,"Sindhu, Mankhurd, Mumbai -, MH, India",,,Sindhu,,Zone 5,Mankhurd,Mumbai,Mumbai City,1,Maharashtra,MH,India,in,1,0.1531190926275992,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bharatkshetra	Dr. Ambedkar Road, Parel,Mumbai-12	Mumbai		50000	2003",19.016183,72.851919,"711, G.D. Ambedkar Marg (Katrak Road), Bombay Matunga, Mumbai - 400014, MH, India",,711,G.D. Ambedkar Marg (Katrak Road),400014,Zone 2,Bombay Matunga,Mumbai,Mumbai City,,Maharashtra,MH,India,in,,0.2514705882352941,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Bharatram Meghwal	64, South Avenue New Delhi	New Delhi		54000	2010",28.60998,77.199351,"South Avenue, Teen Murti Marg Area, Delhi, South West, India",South Avenue,,,,,Teen Murti Marg Area,Delhi,South West,0.5625,Delhi,DL,India,in,,0.10467128027681659,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Bharatram Meghwal	64, South Avenue New Delhi	New Delhi		24000	2013",28.60998,77.199351,"South Avenue, Teen Murti Marg Area, Delhi, South West, India",South Avenue,,,,,Teen Murti Marg Area,Delhi,South West,0.5625,Delhi,DL,India,in,,0.10467128027681659,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
INC	Bharatsinh Solanki	6 K. Kamraj Lane New Delhi	New Delhi		54000	2010,19.071821,72.910637,"st. anthonys chaple opp to anthony's general stores, kamraj nagar, Mumbai - 400077, MH, India",,st. anthonys chaple opp to anthony's general stores,kamraj nagar,400077,Zone 6,,Mumbai,Mumbai City,,Maharashtra,MH,India,in,,0.0753818686768498,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Bharcha & Sons	207, G.I.D.C. Pandesara Surat	Surat		40000	2012",,,,,,,,,,,,,,,,,,,,,
CPI	Bhargavi Thamppan EX-MP	Kerala	Kerala	Kerala	37800	2014,,,,,,,,,,,,,,,,,,,,,
"BJP	Bharti Electoral Trust	H-5/12, Qutab Ambience, Mehrauli Rd. New Delhi	New Delhi		30000000	2008",28.557163,77.163665,"Delhi, South West, India",,,,,,,Delhi,South West,0.5625,Delhi,DL,India,in,,0,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Bharti Electoral Trust	H-5/12, Qutab Ambience, Mehrauli Rd. New Delhi	New Delhi		20000000	2008",28.557163,77.163665,"Delhi, South West, India",,,,,,,Delhi,South West,0.5625,Delhi,DL,India,in,,0,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Bharti Electoral Trust	H-5/12, Qutab Ambience, Mehrauli Rd. New Delhi	New Delhi		10000000	2008",28.557163,77.163665,"Delhi, South West, India",,,,,,,Delhi,South West,0.5625,Delhi,DL,India,in,,0,,,https://www.whosonfirst.org/docs/licenses/
BJP	Bharti Electoral Trust	Qutab  Ambence  H 5/12 Mehrauli Road			1000000	2009,,,,,,,,,,,,,,,,,,,,,
"INC	Bharti Electoral Trust	""Qutab Ambience, H-5/12, Mehrauli Road",28.479937,77.083,"Mehrauli Gurgaon Road, Gurugram -, HR, India",,,Mehrauli Gurgaon Road,,,,Gurugram,Gurugram,,Haryana,HR,India,in,,0.475,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"New Delhi-110030.""	New Delhi		100000000	2008",28.641926,77.22175,"New Delhi, Minto Road Area, Delhi, South West, India",New Delhi,,,,,Minto Road Area,Delhi,South West,0.0125,Delhi,DL,India,in,,0.017665289256198344,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Bharti Electoral Trust	H-5/12, Qutab Ambience, Mehrauili Road, New Delhi-110030	New Delhi		10000000	2008",,,,,,,,,,,,,,,,,,,,,
"INC	Bharti Public School C/O Ramesh Pandit	41-A,New Govindpura,Chandernagar,Delhi	New Delhi		25000	2005",28.6138954,77.2090057,"New Delhi, DL, India",,,,,,,New Delhi,,0.95,Delhi,DL,India,in,,0.2375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
